Height,Weight
67.40576,163.4765
67.62938,177.4295
69.55038,199.8078
66.30404,179.7597
68.69746,178.0151
70.55405,181.6799
66.3401,163.0013
68.36807,176.5053
72.36993,224.6038
67.19215,193.7888
67.53166,164.0044
68.61863,189.7022
68.55795,186.0649
70.30018,196.5851
68.90485,195.4086
69.38202,198.8501
72.61133,200.6337
67.56586,178.3718
69.2364,202.2032
70.0621,184.5052
69.30498,193.5296
74.68709,230.1369
67.5542,172.8703
67.04784,171.3457
72.74221,202.8737
68.35617,204.3589
67.09222,168.3205
74.20922,197.4748
60.82027,137.7753
69.63397,200.3428
67.73061,194.1804
69.79009,194.4007
69.98995,208.1078
64.43738,166.4902
64.80354,185.2595
69.55953,197.1882
68.0026,193.9115
70.49137,203.285
74.05385,207.7282
71.81398,197.8028
67.27162,182.8981
67.59189,174.435
62.29469,149.4973
71.95487,215.1558
68.41482,179.8283
69.56599,203.2159
71.08906,182.7774
72.12883,216.2168
72.54133,213.717
64.72962,161.9524
70.95949,212.2301
70.73206,197.8119
66.35154,171.9638
70.67838,203.2746
66.85488,164.7011
70.17261,192.6316
71.615,208.6719
70.24282,198.2
67.84616,168.067
72.08851,209.5324
68.8869,175.992
69.73544,196.2182
69.33035,194.8274
68.56099,178.6918
68.6308,193.1288
74.0931,217.7125
72.37868,216.9384
68.41525,190.1282
68.61092,181.2305
65.05659,173.4348
75.57244,217.118
70.34094,199.1334
73.42451,220.2077
73.27944,209.2289
65.35189,172.5674
74.68637,224.6304
68.95528,207.7445
69.72686,191.2118
66.93863,175.9426
73.99531,213.3716
70.5342,181.8552
72.7716,210.6577
69.63316,189.6516
69.75003,204.1798
66.6611,184.4704
68.87542,199.9946
67.90181,170.8468
71.97053,211.5428
75.46499,217.9711
63.66469,160.1259
69.1048,184.9019
71.05278,193.9996
75.69862,249.5656
71.14079,191.4417
69.92281,197.2664
67.7806,182.6116
67.98598,185.688
70.76175,198.6558
65.636,172.5391
73.85366,217.8869
71.79202,197.417
62.16897,147.8597
64.80719,158.0108
62.75802,140.2666
69.0015,191.2389
69.71909,204.217
67.5593,171.197
73.27818,202.2791
69.77276,197.9848
70.88614,224.6952
67.52112,188.4094
71.05215,191.9803
70.37854,207.7954
70.79863,195.8758
69.44721,190.4477
65.09066,152.5248
72.61841,207.1612
68.96868,177.809
66.54079,173.4744
75.81904,230.9395
72.27952,198.8365
66.85411,180.5444
63.64814,160.8751
68.37998,188.7755
69.63294,200.5626
72.7046,203.1922
73.73793,208.1624
65.93443,162.5497
66.62775,160.1174
68.46982,201.086
73.45918,211.789
63.18364,148.6187
67.94058,191.3307
74.70961,207.2439
64.63837,172.5013
71.19832,183.6373
67.39602,180.6596
67.36755,170.4779
70.83716,201.4034
68.516,192.1222
71.14105,211.816
67.19816,185.7456
70.71675,176.9551
69.18483,201.1222
73.44619,203.2406
71.64992,200.6772
69.94499,182.3462
74.69764,209.3731
67.86767,168.8176
71.69087,188.6563
72.20089,195.2755
68.09887,173.8962
66.57489,163.2413
70.19077,181.3201
76.45658,239.5814
66.1417,165.9974
65.92474,152.9495
71.84804,200.4134
69.11766,197.4918
73.35844,217.3895
69.05263,194.6809
71.86585,203.4888
71.85749,204.4226
60.79889,128.3902
69.04387,181.377
68.30889,188.8296
70.99273,198.6367
71.94241,198.9265
69.94155,187.4036
71.91212,204.7809
71.00789,194.0806
72.28193,205.9271
66.27614,174.2098
68.24844,183.4542
72.36749,218.3946
67.49558,175.2103
70.7522,206.3784
71.66856,189.3928
71.52296,214.3025
66.07996,175.5477
70.47416,200.3613
70.95044,216.3411
66.62844,159.4828
65.2646,167.7559
69.72521,182.4817
71.85372,212.8147
66.96894,169.3928
69.23077,175.9116
65.25367,174.944
72.69526,181.3253
72.81391,188.9515
66.57752,178.4882
62.58697,144.6414
67.76782,164.1579
68.48271,174.4556
67.72802,169.4581
76.61755,255.8633
73.5753,222.6861
67.65084,167.8641
69.75483,201.0085
65.7106,170.9007
68.7689,172.9809
70.6989,187.3682
69.20807,184.9293
74.63383,213.069
70.35462,202.035
68.11567,167.8807
71.09611,210.8212
69.98314,206.4144
65.27156,156.5798
67.68008,169.6116
74.06743,228.4074
68.75899,172.0942
69.25237,192.4089
68.80593,174.2397
67.74549,179.5542
71.47139,192.9291
70.65523,195.4419
68.36898,187.9231
71.46976,204.5957
69.37804,212.017
74.4585,209.9488
72.27856,196.709
73.07418,208.058
68.10921,176.2612
67.42796,189.4042
70.82143,194.3272
67.2407,176.7463
71.22363,209.7335
65.79605,158.4603
64.52085,171.3035
67.47703,180.2948
71.35663,211.3956
68.17631,190.1327
67.4731,178.3657
65.65692,163.1951
67.70036,155.1626
62.20883,130.8381
67.44508,186.8389
69.57909,194.0946
69.92624,204.8757
68.86108,199.2813
70.9435,192.2062
71.57472,207.8169
66.5029,161.7572
69.01116,191.0267
68.06849,171.0563
70.41996,188.243
71.22183,200.7085
70.1857,188.5294
66.4816,165.5891
70.3892,178.8513
68.84631,174.8874
69.56662,187.469
69.21387,201.5278
71.67843,206.4018
68.50781,200.8773
70.05933,225.0144
70.90374,199.3624
67.11436,170.7892
67.62848,174.8655
70.98741,214.793
66.87852,175.3663
68.47746,187.2054
66.26706,163.6382
65.77401,156.9681
64.46135,158.9004
65.85496,154.9654
69.90276,177.713
69.1344,196.3303
70.48162,194.1618
73.50736,209.698
72.31478,194.8916
73.74875,203.9997
73.54118,212.0304
63.09448,154.8889
72.26709,209.6333
71.11909,174.5523
72.00571,205.9619
66.70348,189.43
63.57141,144.815
70.69801,187.0185
75.68281,232.1045
68.16215,183.2327
70.22525,191.7091
71.56526,194.7219
71.65766,204.4263
74.67043,207.9081
66.80503,174.3355
68.02457,185.4049
68.21314,168.1685
72.05959,203.9259
66.70498,164.1795
65.09964,180.7937
68.22761,174.7124
70.27759,198.7285
68.99299,166.7952
72.81764,202.948
70.48329,190.522
69.26514,172.3004
66.11806,181.0141
60.96672,134.8228
66.08291,169.6172
69.3383,198.3895
70.79635,192.2932
64.84153,161.1931
66.91489,169.8825
71.19659,191.6838
67.66042,173.3847
68.49613,182.183
67.14019,188.8485
68.03117,176.6654
71.03062,217.491
65.62492,168.0352
68.67903,177.5219
72.26421,204.4161
69.80728,217.1897
66.39813,170.2175
67.59017,174.0092
71.0891,188.116
65.81998,172.7464
68.56085,186.4011
69.71864,205.1493
72.05521,205.6764
67.65253,180.8711
69.76288,189.8283
66.91634,175.2039
71.69388,196.7263
69.03407,183.557
68.63977,203.0059
68.21129,190.5842
67.45627,166.3907
68.16423,191.8302
70.94684,193.5063
70.68625,194.9437
70.96759,212.8263
74.60467,249.9463
64.94855,168.5342
67.39264,174.031
70.67452,193.5592
71.70358,207.1106
70.67821,205.8173
70.47368,199.3561
68.42359,178.62
70.41809,189.5795
71.67637,200.2062
67.90442,165.7639
63.00618,151.3506
66.80072,174.9882
66.01759,174.6121
64.90985,166.2439
68.50326,193.9821
70.02471,189.912
64.54897,148.7875
72.46153,223.3155
69.96391,191.0654
69.31944,172.4551
69.57326,191.5472
69.67437,192.0917
69.22922,177.5927
64.44839,162.6191
67.45121,177.846
73.49486,214.8198
70.96856,204.4102
74.69552,225.5124
68.1881,190.2684
69.85602,207.9167
67.19751,177.3136
67.84179,192.7417
70.87699,218.2315
71.24311,192.0173
74.46299,219.8129
69.55327,183.7511
70.60703,183.5774
67.94563,183.7042
72.18599,215.8686
68.07265,177.5549
68.64033,176.012
68.82922,200.3308
68.02019,181.9867
73.63143,215.5546
67.35327,171.1605
73.84188,214.0325
66.35812,170.0538
72.17356,198.685
71.40852,205.619
70.66886,198.0236
65.83817,164.989
71.7658,202.2306
70.86877,201.9315
69.84381,188.6862
70.40875,198.7389
70.8256,173.9636
66.67561,183.4383
65.98697,183.831
68.52706,170.8884
68.31206,184.7788
68.26285,169.225
66.47556,197.6464
64.36248,149.4576
68.77134,174.3366
72.43375,200.0852
70.95201,194.2887
72.50943,206.7492
70.38183,197.4315
72.33757,216.7135
72.05664,220.1345
70.03711,175.9781
69.24254,189.6279
64.36945,154.0081
69.49494,188.4192
64.6081,172.316
71.41147,210.4306
68.75379,175.368
67.51752,157.9186
69.44034,202.3083
66.53435,176.1893
68.08994,178.453
68.01908,174.2652
66.17479,166.6806
70.80441,196.2685
68.21251,192.8152
70.69384,199.9629
71.89704,216.0531
71.27946,209.9001
65.09904,164.2585
66.48893,173.3525
72.02197,202.7466
68.36301,179.9491
69.92214,181.7318
73.18776,201.2193
68.64407,172.5486
69.80036,184.2921
65.42071,167.552
68.78657,175.8388
66.27441,158.3873
72.38757,199.4469
68.03962,174.3695
71.76036,211.5617
70.92014,196.8353
72.69562,220.8664
71.08386,207.5856
70.09134,220.5234
71.61389,210.0399
75.98117,226.474
71.29966,199.2723
66.91683,160.4322
71.11362,202.9933
70.59838,195.5434
68.50819,183.6472
63.84472,147.887
68.81943,184.7185
67.09742,187.0986
66.3266,163.7472
70.02606,200.9175
65.64192,170.2141
67.2317,186.2748
71.29393,202.9448
69.46083,202.9705
68.89702,196.1363
69.61776,180.5069
69.13768,188.6301
68.61212,187.7392
64.82116,158.8773
66.945,171.105
68.93958,185.7787
64.03169,157.8504
66.93308,151.1992
69.74866,195.2413
71.09427,188.6814
73.0496,218.7113
74.34901,206.0173
70.18488,189.9159
71.52692,212.2544
68.87913,171.8505
67.67586,179.2992
71.70112,212.039
68.79205,197.6794
66.68699,174.7393
73.05846,195.5929
73.54269,206.1004
71.82778,198.9736
76.47288,246.2323
70.93325,213.245
72.4395,230.2341
72.09919,212.8456
68.22697,192.4517
67.76009,172.2165
61.76451,135.5442
68.69499,195.1159
71.47775,214.9805
71.65293,207.0691
71.75148,198.1191
72.16237,207.8643
70.44802,183.239
68.25705,185.6466
66.80278,165.1102
67.45286,160.0094
69.78151,188.0708
67.44822,174.3879
65.69283,168.2326
61.79533,135.8944
73.60836,220.0338
64.18148,169.8001
69.32486,193.2793
70.40472,195.4227
63.0553,157.4379
67.70488,170.1364
77.44662,232.6511
69.67461,177.598
71.17481,185.2121
67.97335,185.0251
68.96189,184.0257
74.86091,225.2808
65.73577,148.1406
67.44504,162.8445
65.92282,175.424
67.66159,172.0596
69.68548,181.9367
71.32148,192.9479
71.35821,195.9371
65.28274,163.9576
71.54249,203.7834
67.06412,178.5148
63.90164,140.4347
71.16515,194.0606
68.29956,182.2334
68.79288,179.0865
59.98187,112.9029
68.36201,188.7862
68.25857,171.3503
75.00994,221.4541
68.44619,199.3829
64.9855,159.1123
70.7153,209.1615
74.4305,228.3752
62.2734,154.2807
66.90478,164.36
70.19,195.7179
71.07777,183.7271
76.11667,240.6381
71.2767,205.1761
69.34237,197.2179
68.0468,177.124
69.29593,172.3465
73.4912,218.6738
66.32097,167.2146
71.87325,211.3228
67.30657,172.0652
68.87855,182.3091
70.7867,194.6956
69.9844,192.1441
67.65911,171.7029
69.16247,190.8491
69.21363,205.6995
68.00063,177.6018
66.36164,153.3217
67.67141,174.7245
67.78454,198.3118
66.86304,189.4091
70.86687,199.6572
72.24472,203.3699
67.60606,180.2548
69.69845,197.0524
68.06435,188.3757
63.11825,160.7567
70.50546,187.1358
74.29792,229.0943
66.51859,167.0766
70.46566,182.8028
67.65327,182.4812
68.32438,183.2152
75.53321,227.9452
65.47827,164.4871
71.3659,214.9987
72.17514,203.9639
67.41824,166.5421
63.70326,152.5712
72.0899,210.126
65.51362,173.1788
64.01117,151.1313
66.65949,182.7465
72.61047,216.5906
67.00648,197.7993
69.66712,192.5589
65.07852,174.7435
69.2182,189.1995
67.2477,188.0027
70.21495,192.8775
67.17036,186.9887
69.43765,195.4474
70.69342,184.9419
65.05718,150.5809
68.37178,188.4278
66.41641,193.6011
71.11618,202.6559
70.43387,186.5502
67.75178,188.4753
68.82198,197.6168
72.66441,219.8773
78.99874,269.9897
67.17597,176.4475
66.73559,166.252
67.04612,160.1561
74.01301,227.9405
65.19475,154.7417
67.5271,167.2096
67.76929,170.2968
69.36006,177.7424
69.43562,178.3666
64.98109,151.0138
68.03773,175.4451
72.36523,195.0138
70.13361,202.9881
67.9952,152.6229
67.04059,188.6051
73.16408,213.5095
70.57511,194.7925
69.15778,177.724
73.98669,217.5792
69.44639,198.8278
69.4703,183.2956
71.5318,218.2033
72.2844,207.5405
67.77574,174.098
67.7998,182.1933
71.0356,214.476
68.39516,169.6344
68.77499,191.4764
71.23404,200.7799
67.44842,174.7203
66.85672,169.3758
66.18398,171.5619
66.87491,168.4497
68.59102,178.929
63.97866,158.2074
66.48311,169.6115
65.86937,167.7682
69.21278,188.9476
73.52231,212.8661
65.19886,147.3603
70.33623,214.2259
69.7643,196.0146
70.6804,199.5087
67.91865,183.5438
71.8835,211.8517
71.12736,175.5078
67.07793,181.5265
68.02337,169.7867
67.96813,194.9535
66.87778,186.881
70.38809,206.9027
73.56705,219.4038
65.80656,154.8776
70.56497,180.4763
68.08592,187.3105
77.46557,252.5567
72.39351,209.4209
65.43804,178.4464
65.90853,168.221
75.62403,241.2023
69.64341,195.0337
69.72975,205.2287
69.01064,177.5868
69.01022,208.5362
68.69818,184.2167
70.41446,185.1573
67.88884,169.2502
71.52242,194.2643
67.83993,166.1461
70.29339,189.2492
70.82738,197.9254
69.15689,190.6955
74.14786,211.238
69.3949,192.7085
72.59766,205.0955
69.3296,180.3588
64.25975,161.3116
62.41843,162.5417
66.2291,156.6767
64.2373,135.1718
72.0853,210.6365
70.24836,202.9214
65.8282,168.4213
75.20902,227.5814
73.4628,223.0702
66.62895,174.8878
67.16447,193.3923
67.99021,188.1151
64.12477,152.8386
70.17696,189.2069
69.52257,173.9767
71.60882,204.4884
68.27776,182.2054
74.5646,210.6878
72.63311,208.0663
73.0061,201.7457
71.96055,208.8151
69.28442,189.9362
67.36206,177.375
67.28545,179.0091
70.09412,167.3014
64.33679,175.6833
69.86888,195.7147
63.9929,154.9632
66.69312,185.3706
72.43516,201.6149
69.67653,211.7134
67.64199,166.2635
68.41487,188.997
72.08936,200.4353
70.24509,193.0121
71.37001,205.5385
71.10346,201.8495
69.37566,196.2251
70.13695,192.7822
67.28153,174.9741
70.74308,201.1294
66.36754,166.4019
67.22593,177.3065
68.26965,172.0773
68.17049,178.7191
67.67279,183.7399
66.47484,168.8975
76.56927,229.8581
68.96353,187.5195
72.44635,196.6322
68.04146,203.1616
66.71742,181.8247
70.67291,185.7599
71.473,190.5524
71.58255,207.9249
67.4217,181.1123
69.5336,200.6778
70.7646,188.7925
67.60266,149.5672
71.23828,205.3857
69.58211,214.6061
73.36589,216.696
73.49841,223.4132
69.40999,187.0849
71.78788,221.7025
67.59912,168.8264
67.67104,179.1873
68.59056,182.0812
71.35273,208.337
67.93551,207.6839
67.43805,173.2307
69.99429,212.057
68.51758,187.9014
66.69267,158.7334
68.48131,185.7659
73.98785,200.5842
73.33411,222.8662
72.56082,208.6579
67.67515,193.5865
69.93859,204.1812
65.32533,163.0551
68.16611,197.1796
69.26276,206.7335
70.03144,197.6928
69.02892,174.4799
69.14227,175.8324
66.78219,176.612
69.45414,194.8207
71.45614,209.6778
70.352,187.8205
72.08818,219.2966
69.25078,176.2517
66.70032,164.0342
68.07462,176.9774
63.41517,156.1292
67.42751,177.1153
70.50979,191.3571
68.66359,184.2628
67.12614,170.0436
69.5146,174.215
59.93865,141.4596
68.02526,160.0853
67.62448,193.7698
69.66772,216.7316
67.35001,189.5839
67.24072,181.6622
71.37918,205.8725
68.70012,186.8121
63.39935,152.1305
72.21874,198.3883
69.93227,185.7873
64.48957,166.7043
71.58255,192.727
69.71194,201.1528
69.96822,188.7665
72.25407,187.6122
71.79532,204.2603
66.9649,190.3736
68.26901,196.8433
67.03593,175.4522
65.74097,178.1063
69.12306,179.0246
71.16322,203.2794
68.20968,174.3218
69.47323,206.7443
68.14476,181.2658
63.45886,165.7478
67.51136,176.0854
65.93735,160.4903
71.89374,203.2209
64.80414,165.6045
71.72961,203.6212
65.70454,173.0588
72.85808,216.0647
70.22278,185.945
65.5628,162.5219
67.49702,178.7869
64.82117,166.7768
69.59878,173.9221
67.67198,182.0152
71.90659,212.876
66.45204,174.9138
68.106,186.5825
65.0779,165.3138
73.07198,206.7901
66.65652,172.938
66.93341,183.0854
69.61299,184.1985
69.1045,183.4047
65.48267,174.5291
64.72162,150.6195
69.03049,183.852
62.94895,154.0591
68.00346,186.37
67.52511,180.0565
65.19399,156.2862
69.77067,169.7495
74.88031,236.3607
67.67265,169.8107
70.48962,188.7983
64.48539,159.3786
74.39746,212.6362
65.09406,165.8629
71.41075,189.2048
71.65152,184.9818
67.00408,190.5556
69.34647,181.8516
68.53658,181.2953
72.6077,221.1756
68.23589,186.7427
71.1367,191.3173
68.32367,183.5869
70.57333,213.0599
69.03077,183.7289
68.26659,186.2898
71.17061,200.3566
70.3247,199.0133
62.10864,145.7682
69.15511,178.7517
64.25739,158.0286
69.50932,192.5942
73.58468,215.7551
73.40536,209.2608
66.16647,174.1752
71.86027,198.4071
68.58655,187.2885
66.62274,166.6317
70.28874,192.7379
70.40232,190.828
73.4873,209.975
64.36014,175.0851
67.77808,182.1644
71.84328,202.153
68.91629,192.6324
68.0554,176.2497
63.77036,161.0021
66.89124,191.103
68.78387,187.6355
67.8036,158.3472
63.27315,143.2487
67.37832,186.6771
64.06295,166.6851
74.0346,217.8158
71.31765,198.7525
70.40944,206.3469
69.56003,187.4915
62.34672,139.1966
71.35321,209.3099
70.86881,199.5087
63.75415,156.4606
66.68583,179.2977
67.0548,169.8145
72.73859,190.2828
63.47241,141.0968
71.17059,185.0517
64.46455,157.3105
66.40872,177.1464
67.20411,168.9821
71.25354,205.3539
66.48827,170.9898
71.72349,202.2683
67.97996,184.3749
67.58113,180.8539
68.0351,162.1244
64.96377,165.0706
68.54173,187.3216
67.95084,178.7021
76.80634,227.2203
65.76349,163.2308
70.36539,185.2971
68.31252,186.12
69.48925,187.8433
71.49614,192.8873
61.22683,153.521
70.02405,197.2554
75.99336,231.3474
65.73996,145.9917
67.36082,198.8939
70.39987,203.5372
66.38423,162.017
67.85654,191.7103
75.69431,235.1367
61.46101,135.5111
59.38065,136.391
66.39285,186.0667
71.09133,198.031
69.57657,192.4664
67.2856,182.5182
73.62168,225.2931
70.4563,187.5181
65.13417,138.6548
68.36007,176.4135
64.8463,157.7184
71.1594,192.3511
62.81316,153.4959
65.60877,152.9131
72.96588,202.6249
66.04427,170.7987
70.34106,206.2355
64.93999,133.512
65.87323,174.4986
64.61398,153.2812
66.98354,173.6636
70.0195,196.2503
65.10544,149.1069
67.2592,181.6734
71.98001,191.0162
68.49723,192.3397
70.94711,202.0471
64.68291,160.7899
69.08067,174.3911
67.04767,173.8164
67.13517,177.9844
69.74264,199.8913
68.89453,180.6918
70.2534,189.2719
62.30744,149.4391
70.46201,185.0212
63.71495,139.4111
73.45961,199.8682
71.64831,199.0393
70.14339,182.8322
66.64157,155.7638
70.75201,197.8389
68.15253,193.1593
68.95372,178.2878
71.12083,193.8049
68.84761,178.2569
71.33435,184.52
74.34021,209.2375
69.32985,178.9544
71.10459,206.2397
71.50521,205.8835
71.5797,200.3931
70.34776,194.3288
66.4024,165.9559
74.51788,201.958
72.2299,206.2235
73.10606,207.2395
69.55805,181.3213
72.65807,221.8859
65.70477,160.2033
68.01175,175.0151
70.18877,192.86
70.83912,213.7361
66.07186,179.7044
66.55811,154.6276
74.52097,216.5332
63.73244,162.221
69.89622,187.0568
75.85011,227.278
68.38887,185.4398
71.00854,207.5503
68.26572,184.9885
72.39194,215.6753
67.16719,158.4699
69.37895,194.4889
68.46437,182.904
68.43299,196.1031
68.98829,180.366
70.61636,185.4449
65.03853,170.6325
73.02421,205.2815
68.72024,182.4559
68.92531,200.06
75.14691,221.3292
63.15427,119.2429
64.49773,169.841
69.16948,181.8159
67.11787,178.2665
64.5729,176.7189
69.98189,193.7186
67.29078,154.7183
67.57874,167.5814
70.03067,198.6963
67.28573,199.0066
67.71795,175.1592
71.25242,196.3172
70.98161,191.1388
66.79898,173.2086
66.38358,172.7415
73.51359,210.3998
69.37416,183.9369
68.72061,173.8881
71.5393,207.3079
73.0692,207.6526
69.50523,187.3682
67.26886,190.3615
69.01627,198.7078
72.88887,220.9081
70.71094,202.068
68.96437,181.5377
70.4722,200.5757
69.0063,190.8181
66.44642,162.941
68.87488,177.1331
68.42317,180.258
74.24229,232.2326
69.06904,198.7722
73.40103,208.2211
70.27382,185.7184
74.34086,210.1115
67.70533,196.9333
66.45444,162.8111
69.05575,204.2588
68.03572,172.4362
68.76377,209.2815
70.89252,201.418
70.86582,201.5115
69.22412,167.7382
68.43958,190.8157
68.25349,179.2522
72.22673,203.3902
70.84682,196.3063
68.78713,187.9528
68.87478,168.359
66.743,170.6623
61.67541,144.763
63.33123,138.1476
64.91493,148.9069
72.96316,204.1811
70.0743,205.3879
66.01496,169.099
66.68375,174.5713
62.40153,144.5451
69.58728,194.4984
73.08489,230.6788
70.64894,193.5199
72.37207,199.3762
69.26343,178.3541
66.20572,167.6297
64.60281,149.9377
68.3686,164.9033
68.89078,192.4387
65.0553,174.3558
71.53606,207.1996
73.05978,196.0592
65.33533,154.1151
69.79846,181.4181
71.89871,203.4588
69.89304,194.5328
69.26029,197.4118
68.57093,192.6067
74.15306,212.2763
67.50297,189.0066
72.79349,217.1633
68.90949,184.6155
68.72053,195.6702
68.31234,169.7808
58.91073,102.0883
65.23001,141.3058
63.369,131.0414
64.48,128.1715
61.7931,129.7814
65.96802,156.8021
62.85038,114.969
65.65216,165.083
61.89023,111.6762
63.67787,104.1516
68.10117,166.5757
61.79888,106.2337
63.37146,128.1182
58.89589,101.6826
58.43825,98.19262
60.8098,126.9155
70.12865,151.2543
62.25743,115.7974
61.73509,107.8669
63.05956,145.5899
62.28684,139.5227
61.82748,122.7662
66.34754,157.381
65.32063,145.0374
66.10387,148.6452
64.52718,132.6809
56.54797,84.87212
62.73928,138.5304
61.5852,137.4253
62.02442,124.6039
65.31133,140.2667
61.20496,108.2901
67.02509,150.2192
60.21117,119.0375
63.93997,139.496
63.35781,125.6132
63.68507,132.283
60.28887,130.4408
63.40729,128.8484
60.6316,109.7197
67.3736,146.0233
66.87274,158.8552
60.04715,114.6035
64.15447,133.1384
63.46166,128.951
67.24387,154.0616
66.21359,139.0011
64.69282,138.6808
66.19928,180.6983
65.85338,149.1185
65.04952,145.0735
64.47762,144.6382
62.54008,139.4786
61.59623,129.9771
60.95033,117.4226
63.55322,137.4921
62.24835,138.3824
66.19059,141.272
62.54806,123.7129
66.62983,145.5947
59.60856,109.8132
64.49339,159.4561
64.93656,152.4194
61.37926,141.4275
66.07079,147.7523
63.91443,131.5137
69.61981,157.0237
67.18154,156.9508
63.39905,143.8404
61.21317,98.70749
59.66785,126.3553
64.08941,134.211
60.57806,118.2428
62.11487,145.3374
56.15946,90.81526
67.44927,170.8304
65.06514,156.1631
65.52886,138.9895
63.14965,124.1938
58.8743,102.9271
66.02123,141.6562
61.52509,133.5285
63.58431,133.1894
59.78676,116.9049
67.14921,139.5528
62.32309,127.1309
65.14766,134.662
70.6286,170.1485
67.38745,164.8927
68.13041,177.2401
63.48846,124.0529
61.16307,107.2354
70.71014,161.3635
65.20885,137.703
61.35949,123.4201
62.07172,142.6636
65.40488,144.0259
61.82337,112.0019
62.9472,123.6842
64.36303,133.1839
64.03854,147.2406
69.78833,167.4377
62.82235,126.816
71.99126,177.366
61.99409,134.4173
65.80461,139.4832
60.03061,104.4973
64.49887,146.1254
62.04964,119.8654
64.56798,137.5342
60.50432,116.382
61.21445,128.2665
65.78061,146.8564
60.67428,115.805
64.78985,124.1725
62.99658,131.0043
63.80948,142.4218
62.2799,133.2553
61.71103,108.0288
64.82265,142.697
65.53509,146.1355
61.33666,127.3418
57.10387,93.50632
56.44569,96.64024
60.81556,132.1748
61.46478,137.2992
61.92406,126.4317
66.66459,153.9485
65.08267,141.1254
63.49314,160.5546
64.59029,140.1761
61.02434,134.1937
62.24708,117.2303
65.06013,140.9852
63.21982,142.9734
63.22902,131.2381
63.27893,134.8276
66.05067,138.9064
63.0377,127.0704
62.62808,121.7248
61.66857,111.6196
63.44406,126.5076
62.06942,121.9613
68.0068,161.1647
66.53496,163.5615
62.54985,118.9032
65.18224,133.514
65.2269,123.1734
63.95483,121.8886
63.82604,149.3691
64.09121,130.9722
59.64565,116.5519
64.29922,140.1068
66.15763,143.7092
59.08869,129.2726
63.96154,140.7622
62.40706,120.3033
65.46078,141.8851
64.98198,157.8292
61.81766,121.615
63.82602,153.8461
64.27077,134.1388
57.96194,112.227
58.59723,104.7975
62.43087,127.7652
61.21845,119.2754
61.70639,110.9233
67.40788,159.7282
63.042,122.0872
63.91772,135.6973
66.25956,138.8399
60.96732,113.7953
62.38285,125.3471
65.75281,160.29
66.2526,150.0965
65.95376,163.5971
62.02837,103.275
61.52061,127.3907
65.14362,141.5753
65.27433,136.5085
57.44257,104.4866
64.56611,129.7755
57.3139,95.13905
61.83923,110.4142
63.61782,122.5904
64.48516,150.4029
66.11416,158.9539
61.66852,112.9356
63.30959,144.0175
60.84551,135.9564
60.4474,117.6538
58.86163,90.72856
66.56377,156.8322
66.34567,158.2851
62.69643,134.396
63.11387,124.8185
61.74305,111.9641
61.62999,111.1725
61.52602,124.8824
64.23447,130.2196
61.75955,131.0222
64.83019,148.9843
66.75907,150.8813
67.19076,176.4329
62.95527,150.5825
64.27624,123.2988
60.77916,110.88
60.6285,130.9998
59.02809,111.8335
63.30602,134.3238
61.61995,113.1702
61.19722,115.9064
63.21876,140.4079
61.97993,119.9108
56.78543,83.99308
62.8062,116.7333
58.75125,97.72249
61.23625,111.5027
63.31982,119.316
66.90945,151.6129
68.27673,177.0852
58.64866,100.2343
64.06287,142.8695
64.49324,141.7357
64.31879,136.1131
66.53753,162.0245
62.67409,147.5179
64.31633,135.1542
58.06155,113.0607
58.9265,105.3299
66.2553,148.8325
65.66565,131.3398
61.34958,120.5
64.58686,147.1794
65.46555,150.4692
63.01407,129.189
64.85255,140.2286
63.1819,144.685
62.02736,131.3587
64.77087,139.0346
61.4565,119.5485
65.27138,145.2451
64.39271,133.3184
62.59891,119.1462
63.85001,149.7619
65.29687,150.2537
65.12907,147.7725
64.49042,157.117
62.45709,124.4365
67.40316,154.2591
70.39274,184.6586
61.79189,118.1664
65.33364,149.7254
68.17489,144.8179
64.46707,143.6634
63.60048,131.0409
65.06001,144.759
61.12473,117.3889
64.67688,131.1821
65.67062,158.0443
65.62992,130.1344
62.81191,129.8224
61.7527,112.9099
63.47587,127.1607
60.89452,128.1034
62.93493,132.6165
64.96002,154.739
68.50493,155.7207
68.48137,180.9225
66.11008,176.3528
61.10421,133.1841
62.50136,128.5811
63.98671,146.2658
65.50272,150.301
61.4687,128.743
63.30609,128.7297
63.01236,128.1488
66.66829,145.3461
59.52879,114.7521
58.98714,100.743
63.96594,130.6119
61.65992,104.3425
65.87502,146.9627
70.43546,163.2181
62.64504,117.4606
62.96592,130.0245
63.92178,135.666
67.40853,157.8533
64.07247,153.465
60.85962,112.0908
62.51741,128.661
63.59937,130.0486
60.96991,115.2282
63.18686,132.9771
67.15119,166.5201
60.80771,117.1835
65.56472,155.256
68.58419,165.8079
66.98698,155.3302
59.30401,124.6679
57.39774,106.5876
63.30001,121.9482
63.93043,134.4092
66.39488,162.3034
65.37997,142.8751
61.45864,109.2083
62.0704,119.299
60.91177,131.7108
67.04197,139.9934
58.44507,90.40667
62.2245,133.8752
60.71778,120.5696
63.56876,154.1454
62.1917,112.9355
59.77646,120.7436
61.62735,123.6372
62.42696,127.6165
60.24336,131.6611
61.09968,117.1968
63.80356,146.0698
60.12149,110.2774
62.15154,117.6226
60.84551,107.4461
60.81493,110.1412
66.64069,133.0069
63.97345,149.409
62.11035,136.8709
64.62329,134.611
65.23591,128.4464
